Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
4/20/2023,Widget C,North,221,29,Male,4.030193572533485
4/21/2023,Widget D,East,376,32,Female,4.239081615589049
4/22/2023,Widget A,West,657,48,Male,4.546461955957422
4/23/2023,Widget D,North,552,31,Male,2.052144710155721
4/24/2023,Widget A,North,489,28,Female,1.8982378770755854
4/25/2023,Widget D,North,393,43,Male,2.862022666109919
4/26/2023,Widget D,North,673,59,Female,2.0603566750081446
4/27/2023,Widget B,West,697,44,Male,3.937239956
4/28/2023,Widget A,North,545,28,Male,3.5437583069657346
4/29/2023,Widget B,East,309,55,Male,4.499950752210606
4/30/2023,Widget A,West,689,51,Female,1.3309532139482863
5/1/2023,Widget B,South,813,60,Female,4.660333333432299
5/2/2023,Widget C,South,401,36,Female,2.173394506680358
5/3/2023,Widget D,East,322,23,Female,2.962777383707936
5/4/2023,Widget A,East,833,63,Male,2.7544457437585748
5/5/2023,Widget A,West,102,69,Female,4.041246604417696
5/6/2023,Widget D,South,617,55,Female,2.681333238
5/7/2023,Widget A,South,192,66,Female,4.774212582597638
5/8/2023,Widget A,South,619,59,Male,4.610135530554302
5/9/2023,Widget B,South,527,45,Male,4.488644607878026
5/10/2023,Widget A,South,592,18,Female,1.2850333305929116
5/11/2023,Widget C,North,334,52,Female,4.417032246215758
5/12/2023,Widget C,East,719,57,Male,4.126541781772842
5/13/2023,Widget D,North,260,25,Female,1.414051788024524
5/14/2023,Widget A,South,820,69,Female,1.4296573017448875
5/15/2023,Widget D,West,851,64,Female,1.4046552460701647
5/16/2023,Widget C,West,430,24,Female,1.0453303728179502
5/17/2023,Widget A,South,432,28,Male,3.1945372207783342
5/18/2023,Widget A,South,149,56,Male,4.893577165744173
5/19/2023,Widget D,West,622,21,Male,2.754738811599174
5/20/2023,Widget C,North,962,42,Female,3.1630300075494255
5/21/2023,Widget A,North,767,29,Female,4.871879187079822
5/22/2023,Widget D,South,591,43,Male,2.0207289150969228
5/23/2023,Widget C,North,681,55,Male,4.433881010393051
5/24/2023,Widget D,West,780,63,Male,3.1855618688469445
5/25/2023,Widget B,North,371,29,Female,3.277906058652043
5/26/2023,Widget A,South,679,60,Male,2.372695428829134
5/27/2023,Widget B,West,966,68,Female,3.2463374438676325
5/28/2023,Widget C,North,351,54,Female,1.2925700379131357
5/29/2023,Widget B,East,659,63,Male,4.058574290456448
5/30/2023,Widget B,West,795,41,Male,2.1387510461770867
5/31/2023,Widget C,West,931,33,Female,4.550433318
6/1/2023,Widget D,East,798,30,Male,2.471402778429834
6/2/2023,Widget B,East,189,42,Male,1.5712964419475304
6/3/2023,Widget D,West,545,69,Female,3.783526297
6/4/2023,Widget B,East,431,21,Female,1.6583125788540114
6/5/2023,Widget D,South,238,28,Female,4.014722062171962
6/6/2023,Widget C,South,456,49,Female,4.872448945624466
6/7/2023,Widget B,South,700,66,Female,4.118211475181047
6/8/2023,Widget C,West,373,24,Male,1.0897969937252987
6/9/2023,Widget B,East,118,63,Female,3.399543152211099
6/10/2023,Widget C,East,410,28,Female,3.7816426838788972
6/11/2023,Widget C,North,969,45,Female,4.301833303185141
6/12/2023,Widget B,North,985,58,Male,1.2240092357560006
6/13/2023,Widget B,East,253,40,Female,2.9204313118091454
6/14/2023,Widget B,East,489,62,Female,3.1414834905535773
6/15/2023,Widget A,East,359,40,Female,1.6764994505767121
6/16/2023,Widget D,West,719,67,Male,2.2897992388425985
6/17/2023,Widget A,East,982,45,Female,2.7608869050246607
6/18/2023,Widget A,North,896,60,Female,4.332838751831206
6/19/2023,Widget C,West,670,64,Female,4.717630264280828
6/20/2023,Widget B,East,224,43,Male,3.5136913156706915
6/21/2023,Widget D,North,453,42,Male,2.5797807440858485
6/22/2023,Widget C,West,372,46,Male,2.016124071195944
6/23/2023,Widget A,East,718,36,Male,4.928540737744601
6/24/2023,Widget B,East,910,50,Female,4.932079992305434
6/25/2023,Widget C,East,344,53,Female,4.699907792940139
6/26/2023,Widget B,West,947,31,Male,4.142676599511277
6/27/2023,Widget C,North,549,31,Male,2.303118174982473
6/28/2023,Widget B,North,346,52,Female,4.268001933990522
6/29/2023,Widget A,South,619,47,Female,2.6351720690846903
6/30/2023,Widget D,East,240,45,Male,2.3070923926201807
7/1/2023,Widget A,South,461,34,Male,3.979461433865118
7/2/2023,Widget D,South,107,20,Male,1.3186157104816916
7/3/2023,Widget B,North,577,33,Male,1.1942508931826468
7/4/2023,Widget C,West,451,63,Female,2.7918147887247424
7/5/2023,Widget A,West,594,47,Male,2.7825552032886476
7/6/2023,Widget D,North,705,69,Male,4.582576612255339
7/7/2023,Widget A,West,932,46,Female,1.5046123851512672
7/8/2023,Widget D,South,526,62,Female,1.4931357098096512
7/9/2023,Widget A,East,138,32,Female,1.5898104018996047
7/10/2023,Widget D,North,692,63,Female,1.1189450451784104
7/11/2023,Widget D,East,286,42,Female,1.2869269512596335
7/12/2023,Widget B,West,695,68,Male,3.639479467316156
7/13/2023,Widget D,East,699,55,Male,2.726337316470037
7/14/2023,Widget B,West,853,59,Male,4.0544122683520545
7/15/2023,Widget D,West,953,64,Female,4.970390874326641
7/16/2023,Widget C,South,192,69,Male,3.6361387243960053
7/17/2023,Widget C,West,185,55,Female,1.201822282480495
7/18/2023,Widget C,South,143,40,Male,1.418251459017366
7/19/2023,Widget D,South,236,42,Male,4.524016339258831
7/20/2023,Widget B,South,520,59,Female,3.109983778233046
7/21/2023,Widget B,North,173,24,Female,4.299348638
7/22/2023,Widget D,North,647,39,Male,4.426449344899704
7/23/2023,Widget C,West,712,34,Male,4.7106981659980764
7/24/2023,Widget C,South,611,35,Male,4.799316821945463
7/25/2023,Widget B,North,255,66,Male,3.219303186013225
7/26/2023,Widget C,South,354,58,Male,2.3640806890241355
7/27/2023,Widget A,East,270,27,Female,4.847459497391995
7/28/2023,Widget B,East,827,27,Female,3.189625624004901
7/29/2023,Widget C,East,269,24,Female,1.2570108918184442
7/30/2023,Widget B,West,863,65,Female,3.5711062
7/31/2023,Widget A,South,971,67,Male,3.350739001580043
8/1/2023,Widget B,East,421,55,Male,4.583171491578824
8/2/2023,Widget B,North,666,44,Female,3.612748757
8/3/2023,Widget B,East,555,69,Male,2.3962096978462055
8/4/2023,Widget B,East,702,50,Female,4.864902902823282
8/5/2023,Widget A,East,889,18,Male,4.206477943928134
8/6/2023,Widget D,West,712,61,Male,3.5216704735254174
8/7/2023,Widget B,North,254,51,Male,2.1717008136124916
8/8/2023,Widget B,South,988,21,Female,2.494161185257182
8/9/2023,Widget C,North,448,34,Female,3.6798796963866267
8/10/2023,Widget B,South,550,21,Female,1.2879232738532869
8/11/2023,Widget C,West,975,60,Female,2.026722366601054
8/12/2023,Widget D,West,752,43,Male,3.855603733586392
8/13/2023,Widget A,West,272,21,Male,2.9200740393784836
8/14/2023,Widget A,West,109,18,Male,2.6095742592577205
8/15/2023,Widget D,South,839,24,Male,1.605830489601658
8/16/2023,Widget A,East,364,47,Female,2.7673961379109304
8/17/2023,Widget D,South,537,67,Male,4.082767883040935
8/18/2023,Widget D,North,859,26,Male,2.056051384287572
8/19/2023,Widget D,West,346,52,Male,1.0215941687347097
8/20/2023,Widget A,West,766,25,Female,3.6740196046039313
8/21/2023,Widget C,North,645,41,Female,4.890506418
8/22/2023,Widget D,South,598,36,Female,3.4273062543543316
8/23/2023,Widget B,East,228,53,Male,1.4796874357085206
8/24/2023,Widget A,East,771,67,Female,2.2829323693786923
8/25/2023,Widget D,North,700,69,Male,4.470566458880894
8/26/2023,Widget D,East,704,60,Male,1.9302722970273143
8/27/2023,Widget B,South,426,44,Male,3.430783613990432
8/28/2023,Widget C,South,852,49,Female,2.6106848330159913
8/29/2023,Widget C,North,934,31,Female,1.831374885678596
8/30/2023,Widget C,South,503,35,Male,4.253627574258719
8/31/2023,Widget D,West,728,45,Male,3.971325105862761
9/1/2023,Widget D,North,705,46,Female,3.6463642638370617
9/2/2023,Widget D,South,774,33,Female,1.9453463610750048
9/3/2023,Widget A,North,710,52,Female,1.3914280108658001
9/4/2023,Widget B,East,724,64,Male,3.3046373193038647
9/5/2023,Widget D,South,458,48,Male,3.2147113341577334
9/6/2023,Widget B,West,702,21,Male,1.753540037339492
9/7/2023,Widget B,South,957,54,Female,1.224986777
9/8/2023,Widget C,North,817,34,Female,1.322833816775944
9/9/2023,Widget A,North,116,56,Female,4.9710839460509355
9/10/2023,Widget D,South,373,65,Male,4.134335578971535
9/11/2023,Widget C,West,784,63,Male,4.687949903860691
9/12/2023,Widget C,West,215,43,Female,1.7802188889454533
9/13/2023,Widget D,West,960,65,Male,4.842274145
9/14/2023,Widget B,North,792,56,Female,1.5706174058926483
9/15/2023,Widget C,South,190,58,Male,3.0363273142658844
9/16/2023,Widget B,East,181,21,Female,4.318782737668256
9/17/2023,Widget A,North,423,47,Male,2.3992134180463176
9/18/2023,Widget B,West,213,47,Male,2.699314132707602
9/19/2023,Widget A,South,868,39,Female,1.5127404411963914
9/20/2023,Widget B,West,157,28,Female,1.491687519995891
9/21/2023,Widget C,East,253,19,Female,3.4782728991146383
9/22/2023,Widget C,West,976,61,Female,3.702129474480227
9/23/2023,Widget A,West,503,29,Female,4.109330056328773
9/24/2023,Widget D,East,727,47,Male,3.226728210727014
9/25/2023,Widget A,South,954,53,Female,3.5830371690452236
9/26/2023,Widget A,North,365,35,Female,1.0540690867988802
9/27/2023,Widget B,South,414,43,Female,1.6486829085487522
9/28/2023,Widget B,East,814,24,Male,4.939659064067619
9/29/2023,Widget A,West,140,18,Female,1.3039740252633272
9/30/2023,Widget C,South,204,43,Female,3.7151528890409797
10/1/2023,Widget B,North,989,40,Female,1.704330532126865
10/2/2023,Widget D,East,292,43,Male,3.8668743430705677
10/3/2023,Widget B,South,500,62,Male,3.823961611847974
10/4/2023,Widget B,North,377,23,Female,1.9367962391523608
10/5/2023,Widget D,East,453,23,Male,2.0785375968768167
10/6/2023,Widget A,North,848,61,Female,3.619082854408353
10/7/2023,Widget D,East,832,25,Male,2.5603441551208546
10/8/2023,Widget A,West,679,41,Female,1.7781918787996451
10/9/2023,Widget A,South,808,39,Male,3.926718395149927
10/10/2023,Widget A,North,355,36,Female,1.6165900973453367
10/11/2023,Widget D,East,750,54,Female,4.422574656579787
10/12/2023,Widget A,North,923,35,Male,3.058678096
10/13/2023,Widget C,North,760,48,Female,1.4228024155172028
10/14/2023,Widget D,South,198,54,Female,3.7762893341239376
10/15/2023,Widget C,West,687,47,Female,3.076652158298162
10/16/2023,Widget A,North,381,59,Female,2.192230287179238
10/17/2023,Widget B,East,982,50,Male,2.6901575208954194
10/18/2023,Widget A,East,502,27,Female,2.193350974349995
10/19/2023,Widget C,West,208,54,Male,2.052103342971136
10/20/2023,Widget C,East,799,29,Male,1.6544336833748488
10/21/2023,Widget D,West,298,47,Male,2.4510685325499035
10/22/2023,Widget B,East,402,44,Male,2.003948825264283
10/23/2023,Widget D,South,426,56,Female,3.7337379482156683
10/24/2023,Widget C,North,253,26,Female,3.7355069646532253
10/25/2023,Widget A,South,651,38,Male,3.0073609702225537
10/26/2023,Widget B,North,744,29,Female,4.111778109881284
10/27/2023,Widget A,North,504,46,Male,4.365358876024192
10/28/2023,Widget A,North,561,50,Female,3.3190658297370925
10/29/2023,Widget B,South,231,60,Female,3.475740651053735
10/30/2023,Widget D,North,890,32,Female,2.1315436391454607
10/31/2023,Widget A,South,973,19,Male,4.579476802822079
11/1/2023,Widget C,West,183,69,Male,1.0968241776901193
11/2/2023,Widget A,East,498,56,Female,2.3944098777713827
11/3/2023,Widget B,East,853,61,Male,3.887201686199424
11/4/2023,Widget B,North,727,35,Male,1.320358038684645
11/5/2023,Widget B,South,208,20,Female,1.7326781097131705
11/6/2023,Widget D,East,320,24,Male,3.3571429114514046
11/7/2023,Widget A,South,652,60,Female,3.2399746858542318
11/8/2023,Widget D,South,467,35,Female,3.955713185
11/9/2023,Widget D,North,246,61,Female,4.250450556352687
11/10/2023,Widget B,East,211,55,Male,1.5143183140466765
11/11/2023,Widget B,North,714,54,Female,1.0735239591009682
11/12/2023,Widget D,North,657,50,Female,3.7585540786356244
11/13/2023,Widget A,East,593,61,Male,2.205567183065437
11/14/2023,Widget C,East,604,48,Male,3.5039356556718144
11/15/2023,Widget D,West,574,28,Male,1.6021783522488988
11/16/2023,Widget A,West,935,21,Male,2.8761601866638515
11/17/2023,Widget B,South,989,35,Female,3.0176989842537476
11/18/2023,Widget B,East,370,21,Male,3.3403112654928644
11/19/2023,Widget A,West,520,66,Male,3.0526800653222574
11/20/2023,Widget C,South,996,51,Male,2.9827630809148555
11/21/2023,Widget B,South,806,46,Male,2.330936615935422
11/22/2023,Widget B,South,466,41,Female,1.284720945272345
11/23/2023,Widget B,West,379,39,Male,1.3580807871873692
11/24/2023,Widget A,East,382,19,Female,2.7351130976286147
11/25/2023,Widget D,North,139,61,Male,2.423172511283972
11/26/2023,Widget B,South,288,23,Female,3.064539218697991
11/27/2023,Widget D,West,263,59,Female,2.2193526770250678
11/28/2023,Widget C,West,635,42,Male,3.7516403658212973
11/29/2023,Widget B,North,635,38,Female,4.455819288038042
11/30/2023,Widget B,North,103,33,Male,2.1954527551474707
12/1/2023,Widget C,West,934,48,Female,1.7719360317561144
12/2/2023,Widget B,East,389,31,Female,1.4647222970163565
12/3/2023,Widget D,North,532,56,Female,3.465016162
12/4/2023,Widget A,West,570,45,Male,2.7754239645622776
12/5/2023,Widget D,North,280,49,Female,1.7520628687851558
12/6/2023,Widget A,East,347,45,Male,3.6125469331674216
12/7/2023,Widget A,South,727,68,Female,1.5939327320211376
12/8/2023,Widget D,North,378,66,Female,3.217202823
12/9/2023,Widget D,East,976,26,Female,3.1085935265010587
12/10/2023,Widget D,West,680,62,Female,3.9369112047443333
12/11/2023,Widget D,North,962,39,Female,1.220438559762667
12/12/2023,Widget C,North,353,49,Female,4.551491727405321
12/13/2023,Widget B,West,280,22,Male,3.811966904587278
12/14/2023,Widget A,South,929,40,Male,1.864503993395049
12/15/2023,Widget D,West,780,22,Male,1.7336213944389587
12/16/2023,Widget D,North,924,59,Female,2.7266408565751337
12/17/2023,Widget D,West,608,49,Male,4.270261318178388
12/18/2023,Widget C,East,860,27,Female,4.3717999725564285
12/19/2023,Widget D,West,799,56,Male,3.081824368557532
12/20/2023,Widget D,North,665,32,Male,4.443243451
12/21/2023,Widget D,West,425,24,Female,1.0217748367667623
12/22/2023,Widget B,South,456,46,Female,1.1406985261263864
12/23/2023,Widget C,West,924,64,Male,4.647286374546971
12/24/2023,Widget D,South,749,20,Male,4.101327719543664
12/25/2023,Widget A,East,779,36,Male,2.8028242330015427
12/26/2023,Widget A,South,490,27,Male,4.014440525911949
12/27/2023,Widget A,West,714,45,Female,4.8225578468936865
12/28/2023,Widget C,North,184,46,Male,4.088358096
12/29/2023,Widget C,South,416,32,Female,4.369485335273287
12/30/2023,Widget A,East,311,52,Female,4.042426325560247
12/31/2023,Widget D,South,614,23,Male,1.6728443697341664
1/1/2024,Widget C,South,483,29,Female,4.334296438582947
1/2/2024,Widget A,South,790,64,Male,1.7804352800968402
1/3/2024,Widget A,East,441,55,Female,4.570445312176588
1/4/2024,Widget D,West,914,30,Female,2.8345995923243037
1/5/2024,Widget B,South,943,46,Male,3.707907009244114
1/6/2024,Widget C,South,137,36,Female,2.988963391522574
1/7/2024,Widget D,North,610,20,Female,1.3759637176664081
1/8/2024,Widget A,East,519,25,Male,2.1628892304826604
1/9/2024,Widget A,South,850,25,Female,4.9349274159880245
1/10/2024,Widget D,East,268,37,Female,4.842859006679269
1/11/2024,Widget C,South,442,64,Male,2.281947590622189
1/12/2024,Widget B,West,925,21,Male,4.985187216980903
1/13/2024,Widget B,West,405,68,Female,4.382204781987598
1/14/2024,Widget A,South,641,38,Female,3.4438379977290188
1/15/2024,Widget C,West,801,20,Female,1.160498481044038
1/16/2024,Widget B,South,968,62,Male,4.605787318153518
1/17/2024,Widget C,West,636,25,Female,3.229717117057279
1/18/2024,Widget C,North,211,40,Female,4.473904604811079
1/19/2024,Widget A,North,510,33,Female,4.337716479622969
1/20/2024,Widget B,North,305,30,Female,4.332024860804344
1/21/2024,Widget D,East,284,20,Female,3.7926954428596202
1/22/2024,Widget A,East,481,65,Female,2.1656605547041945
1/23/2024,Widget B,North,595,26,Male,2.3446410309780794
1/24/2024,Widget B,East,478,31,Male,2.2338768503307453
1/25/2024,Widget B,West,146,30,Female,1.0801839981302588
1/26/2024,Widget B,South,985,24,Female,3.3302756368592448
1/27/2024,Widget B,South,839,32,Male,3.7953346817841314
1/28/2024,Widget C,South,650,24,Male,4.415463974100814
1/29/2024,Widget A,North,627,55,Male,1.5606617335309214
1/30/2024,Widget C,East,603,51,Female,3.176732595907207
1/31/2024,Widget D,West,121,58,Female,1.0320325626951314
2/1/2024,Widget B,West,312,39,Female,1.380374590842918
2/2/2024,Widget A,North,409,41,Female,1.2168469768239722
2/3/2024,Widget B,West,760,66,Male,3.9019121360619478
2/4/2024,Widget A,West,852,54,Male,1.3242382555104126
2/5/2024,Widget C,West,371,61,Male,3.865811926
2/6/2024,Widget A,West,670,18,Male,1.9984988176423335
2/7/2024,Widget D,East,898,27,Female,4.510851842787758
2/8/2024,Widget D,West,301,60,Female,4.252599953455256
2/9/2024,Widget A,South,131,33,Male,4.831320869901106
2/10/2024,Widget A,North,542,63,Male,4.535048061832128
2/11/2024,Widget A,East,261,25,Male,4.733317676465389
2/12/2024,Widget A,West,866,66,Male,4.434969586053231
2/13/2024,Widget D,East,353,42,Male,3.7735276024594215
2/14/2024,Widget B,West,620,67,Female,1.6810366085017439
2/15/2024,Widget A,South,750,29,Female,2.0868300754163718
2/16/2024,Widget A,North,579,42,Male,1.8509078645210923
2/17/2024,Widget D,West,109,34,Male,3.4143431506328223
2/18/2024,Widget D,West,825,43,Male,3.0144797518944055
2/19/2024,Widget C,West,604,63,Female,4.468319988633695
2/20/2024,Widget A,West,884,65,Female,4.810691465996303
2/21/2024,Widget C,North,935,31,Female,2.6194395584725774
2/22/2024,Widget D,North,659,58,Male,3.0254022131232494
2/23/2024,Widget D,South,535,53,Female,4.886065427216557
2/24/2024,Widget B,North,210,40,Male,2.104955766492574
2/25/2024,Widget A,West,252,60,Female,4.169563101435255
2/26/2024,Widget C,South,734,23,Female,1.900959609340985
2/27/2024,Widget D,South,968,64,Female,3.725840461701088
2/28/2024,Widget D,South,201,22,Male,2.0144625105542566
2/29/2024,Widget C,West,852,60,Male,4.534933555325548
3/1/2024,Widget B,East,932,42,Female,3.2459117749467072
3/2/2024,Widget D,West,290,35,Male,1.7437345634975383
3/3/2024,Widget A,North,828,30,Male,1.897476702793944
3/4/2024,Widget D,North,662,60,Male,2.975396782832401
3/5/2024,Widget A,West,903,31,Male,4.846408102299515
3/6/2024,Widget C,West,180,45,Male,4.0785686555346174
3/7/2024,Widget A,South,588,35,Male,2.9532385713033804
3/8/2024,Widget C,West,994,45,Male,2.3508765782488683
3/9/2024,Widget A,South,187,68,Female,3.1970739733937705
3/10/2024,Widget C,North,293,44,Male,3.993443333714479
3/11/2024,Widget A,South,203,49,Male,4.135714354
3/12/2024,Widget B,West,882,64,Female,2.2984351923877786
3/13/2024,Widget A,North,195,26,Female,3.884637072855509
3/14/2024,Widget A,East,522,57,Female,3.6311551201447445
3/15/2024,Widget B,South,990,49,Female,4.836449167985176
3/16/2024,Widget D,North,297,37,Male,4.724361162032059
3/17/2024,Widget D,South,100,45,Female,4.157517302414308
3/18/2024,Widget A,North,506,50,Female,3.8935787554197137
3/19/2024,Widget B,North,477,21,Male,2.0961663588171033
3/20/2024,Widget A,South,266,63,Male,4.383861024394133
3/21/2024,Widget C,East,608,51,Male,2.7100228148534646
3/22/2024,Widget C,North,737,65,Female,2.0889621700241787
3/23/2024,Widget A,North,412,20,Male,2.536643032
3/24/2024,Widget D,North,692,43,Female,4.343741960066032
3/25/2024,Widget D,East,517,25,Male,1.594532862
3/26/2024,Widget A,East,862,23,Male,2.824634964
3/27/2024,Widget A,West,780,33,Female,2.9694303781179587
3/28/2024,Widget C,South,576,41,Male,1.1465187903952776
3/29/2024,Widget D,East,172,65,Male,1.7829841181926613
3/30/2024,Widget A,South,240,56,Male,4.306969714303426
3/31/2024,Widget C,West,681,47,Male,4.3230695543790425
4/1/2024,Widget D,South,361,62,Male,2.169660335536992
4/2/2024,Widget B,East,439,30,Female,4.499588938391705
4/3/2024,Widget C,South,407,22,Female,4.087131756273392
4/4/2024,Widget D,East,344,42,Male,2.6716299351816377
4/5/2024,Widget D,South,614,37,Female,3.9936253776201514
4/6/2024,Widget C,East,436,35,Female,4.845338524779224
4/7/2024,Widget B,East,674,64,Female,2.8358788722613952
4/8/2024,Widget C,South,660,35,Male,1.9537087158139346
4/9/2024,Widget D,West,175,19,Male,4.767266000200623
4/10/2024,Widget A,North,979,27,Male,3.414977154253026
4/11/2024,Widget A,West,274,62,Female,1.4210606499217011
4/12/2024,Widget C,South,208,67,Female,3.290731263426758
4/13/2024,Widget D,West,282,64,Male,3.002323557793195
4/14/2024,Widget A,East,291,29,Male,4.4223555763022535
4/15/2024,Widget D,North,164,64,Female,3.1227807590540855
4/16/2024,Widget C,South,948,30,Female,2.0209297373771338
4/17/2024,Widget A,South,573,67,Male,3.702576255459554
4/18/2024,Widget D,South,882,64,Female,3.1703018101423206
4/19/2024,Widget A,North,199,28,Female,1.9321785130674898
4/20/2024,Widget C,East,643,36,Female,3.2945114317716313
4/21/2024,Widget D,South,963,52,Female,4.286142311558745
4/22/2024,Widget A,West,227,56,Female,1.1142836708960417
4/23/2024,Widget C,South,551,43,Female,3.523404154580447
4/24/2024,Widget A,South,468,63,Female,2.3983407831375683
4/25/2024,Widget A,South,950,31,Male,2.1706857830376967
4/26/2024,Widget B,South,142,62,Male,2.570351001444445
4/27/2024,Widget B,East,983,61,Female,2.3680906569919267
4/28/2024,Widget C,West,518,41,Female,4.328956426833766
4/29/2024,Widget B,East,587,58,Female,2.099191243071602
4/30/2024,Widget C,West,177,18,Male,3.9326120924263415
5/1/2024,Widget B,South,925,68,Male,1.3762392809143549
5/2/2024,Widget A,North,900,60,Female,4.805585489937663
5/3/2024,Widget C,East,369,39,Male,3.489266548994207
5/4/2024,Widget C,North,773,40,Female,3.8268743081782404
5/5/2024,Widget A,East,800,36,Female,2.192157328377804
5/6/2024,Widget C,South,858,35,Female,2.6483862748324585
5/7/2024,Widget C,East,999,29,Female,1.895113545083905
5/8/2024,Widget B,South,827,45,Female,4.730144343208895
5/9/2024,Widget C,East,414,45,Female,2.9524177884055107
5/10/2024,Widget D,South,950,50,Female,3.521792463
5/11/2024,Widget A,South,988,36,Male,3.9370881221228617
5/12/2024,Widget B,West,267,45,Female,2.484424364398156
5/13/2024,Widget B,South,438,69,Male,3.880406618156565
5/14/2024,Widget D,West,292,66,Female,3.7039699590253607
5/15/2024,Widget A,South,552,54,Female,3.822637335495786
5/16/2024,Widget A,North,382,43,Male,2.9569196008184515
5/17/2024,Widget B,South,435,52,Male,2.5317495291664684
5/18/2024,Widget C,North,489,51,Female,1.8883287528359594
5/19/2024,Widget B,North,624,52,Male,4.298505411203571
5/20/2024,Widget A,South,339,57,Female,3.4334001861267147
5/21/2024,Widget D,North,931,33,Female,2.777408784
5/22/2024,Widget B,West,582,55,Male,4.775983626842446
5/23/2024,Widget A,East,758,30,Male,1.1913552500281552
5/24/2024,Widget B,South,815,40,Male,4.400687781
5/25/2024,Widget C,North,691,39,Male,4.990330371783889
5/26/2024,Widget B,South,990,33,Female,4.547768443531469
5/27/2024,Widget B,West,654,45,Male,4.241746342462501
5/28/2024,Widget A,South,557,65,Male,2.4972239736252986
5/29/2024,Widget A,South,188,52,Male,1.925256729049174
5/30/2024,Widget A,North,759,62,Male,3.9394020819984044
5/31/2024,Widget B,West,194,63,Male,2.2183014651542736
6/1/2024,Widget C,East,551,25,Female,1.7041587286198827
6/2/2024,Widget D,East,527,61,Female,4.146103548414365
6/3/2024,Widget D,North,250,39,Male,2.250174608946889
6/4/2024,Widget A,South,613,38,Male,4.6577669179493535
6/5/2024,Widget A,North,475,43,Female,4.362530579276501
6/6/2024,Widget B,North,121,57,Male,4.390561318037021
6/7/2024,Widget D,North,982,38,Female,4.086278904223304
6/8/2024,Widget A,South,412,42,Female,4.523525695098947
6/9/2024,Widget C,West,939,58,Male,4.2229875687124805
6/10/2024,Widget C,North,618,18,Female,3.4100454542989147
6/11/2024,Widget A,South,305,23,Male,2.1832908743274526
6/12/2024,Widget A,West,474,40,Male,4.552836772856596
6/13/2024,Widget D,North,550,68,Female,4.362414491092768
6/14/2024,Widget D,East,725,40,Female,2.8915172888421803
6/15/2024,Widget B,West,883,60,Male,1.1563147440078207
6/16/2024,Widget D,North,694,60,Female,3.554174909607654
6/17/2024,Widget C,West,278,40,Male,1.202387414706327
6/18/2024,Widget C,West,309,49,Female,4.705119847393629
6/19/2024,Widget A,West,599,47,Female,4.846525026501228
6/20/2024,Widget D,West,563,30,Male,1.757960583598417
6/21/2024,Widget B,West,939,60,Male,3.705557512
6/22/2024,Widget C,West,223,35,Male,1.369076018251051
6/23/2024,Widget C,North,212,40,Female,3.9180677142924885
6/24/2024,Widget B,East,111,32,Male,2.3891506646106984
6/25/2024,Widget B,South,225,50,Male,3.724200446921781
6/26/2024,Widget C,West,664,38,Female,2.4915060368087114
6/27/2024,Widget C,South,430,56,Female,1.582270039332943
6/28/2024,Widget B,North,382,40,Male,2.6244399220102315
6/29/2024,Widget C,West,239,44,Male,1.450694107
6/30/2024,Widget A,East,500,62,Male,3.307533099907783
7/1/2024,Widget A,South,196,61,Male,1.163806128597919
7/2/2024,Widget B,West,616,35,Female,3.109278718399439
7/3/2024,Widget D,North,668,41,Female,4.545474588382163
7/4/2024,Widget B,East,945,68,Male,4.351493080477451
7/5/2024,Widget B,South,168,64,Male,4.531126798505987
7/6/2024,Widget D,South,217,57,Male,4.688195208508429
7/7/2024,Widget D,West,987,68,Female,1.418111551502777
7/8/2024,Widget D,East,158,59,Male,1.5149888115028523
7/9/2024,Widget A,East,132,24,Male,3.2280272252525144
7/10/2024,Widget C,East,417,67,Female,4.575890673697717
7/11/2024,Widget A,East,149,65,Female,4.897397826096123
7/12/2024,Widget C,North,979,37,Male,1.1850476693599998
7/13/2024,Widget A,East,588,44,Male,2.4230963368026406
7/14/2024,Widget C,South,118,23,Female,1.8515770186399738
7/15/2024,Widget A,South,825,44,Male,4.023863395724993
7/16/2024,Widget D,North,296,26,Male,3.560775474148128
7/17/2024,Widget B,South,990,62,Female,1.4795521259353817
7/18/2024,Widget A,South,549,48,Female,2.934088269459886
7/19/2024,Widget C,East,658,38,Female,3.7417620894851655
7/20/2024,Widget D,South,778,43,Male,4.116021576
7/21/2024,Widget A,North,551,57,Female,1.080210839136034
7/22/2024,Widget A,East,388,65,Female,4.561878295935559
7/23/2024,Widget D,West,240,62,Male,3.2771255318020978
7/24/2024,Widget A,East,183,30,Male,4.247636459839619
7/25/2024,Widget B,North,793,66,Female,4.231752120057134
7/26/2024,Widget A,East,490,40,Female,1.7594106410838766
7/27/2024,Widget B,East,690,37,Male,1.4406884810145324
7/28/2024,Widget B,North,314,54,Male,3.8851490758953067
7/29/2024,Widget D,East,625,45,Female,1.6257076752864763
7/30/2024,Widget A,North,314,34,Female,4.399749965618895
7/31/2024,Widget D,North,502,45,Male,3.9047579354484205
8/1/2024,Widget A,West,227,58,Female,4.367301457
8/2/2024,Widget A,South,921,19,Male,2.1960507184373843
8/3/2024,Widget C,South,576,42,Female,2.266392241642276
8/4/2024,Widget A,East,859,67,Male,3.6848862253852706
8/5/2024,Widget D,East,503,58,Male,1.1257838202357902
8/6/2024,Widget B,West,128,23,Female,3.9059869853496907
